2020/10/02	29	Đường trắng	kg	  1.0	  1.0	  15000	15000
2020/10/02	30	Mực tươi	kg	  16.0	  16.0	  150000	2400000
2020/10/02	31	Khay xốp dùng 1 lần	bộ	  61.0	  61.0	  4800	292800
2020/10/02	32	Sữa tươi 180mmml	Hộp	  211.0	  211.0	  6500	1371500
2020/10/03	1	Trứng vịt	Kg	  15.0	  15.0	  46000	  690000
2020/10/03	2	Đậu phụ	Kg	  23.0	  23.0	  13000	  299000
2020/10/03	3	Thịt bò 	Kg	  11.5	  11.5	  270000	  3105000
2020/10/03	4	Thịt gà loại 1	Kg	  50.0	  50.0	  108000	  5400000
2020/10/03	5	Cá rô phi	kg	  38.0	  38.0	  40000	  1520000
2020/10/03	6	Cá chép	kg	  16.6	  16.6	  65000	  1079000
2020/10/03	7	Tôm đầm	kg	  14.0	  14.0	  135000	  1890000
2020/10/03	8	Giò nạc	kg	  12.5	  12.5	  133000	  1662500
2020/10/03	9	Chả lợn	kg	  12.5	  12.5	  133000	  1662500
2020/10/03	10	Cuangao	kg	  20.0	  20.0	  25000	  500000
2020/10/03	11	Rau ngót	kg	  10.0	  10.0	  6000	  60000
2020/10/03	12	Cà chua	kg	  6.0	  6.0	  27000	  162000
2020/10/03	13	Hành lá	kg	  1.5	  1.5	  20000	  30000
2020/10/03	14	Dưa chua	kg	  5.0	  5.0	  15000	  75000
2020/10/03	15	Gừng 	kg	  1.0	  1.0	  70000	  70000
2020/10/03	16	Tỏi	kg	  0.5	  0.5	  23000	  11500
2020/10/03	17	Hành khô	kg	  0.5	  0.5	  23000	  11500
2020/10/03	18	Tim lợn	kg	  7.0	  7.0	  300000	  2100000
2020/10/03	19	Chuối	kg	  36.0	  36.0	  14000	  504000
2020/10/03	20	Dưa hấu	kg	  36.0	  36.0	  14000	  504000
2020/10/03	21	Bắp cải	kg	  85.0	  85.0	  6000	  510000
2020/10/03	22	Me chua	kg	  2.0	  2.0	  15000	  30000
2020/10/03	23	 Đỗ cô ve	kg	  8.0	  8.0	  7000	  56000
2020/10/03	24	Khay xốp dùng 1 lần	bộ	  62.0	  62.0	  4800	  297600
2020/10/03	25	Sữa tươi 180mmml	Hộp	  215.0	  215.0	  6500	  1397500
2020/10/04	1	Trứng vịt	Kg	  16.0	  16.0	  46000	  736000
2020/10/04	2	Đậu phụ	Kg	  23.0	  23.0	  13000	  299000
2020/10/04	3	Thịt lợn nạc	Kg	  15.0	  15.0	  133000	  1995000
2020/10/04	4	Thịt gà loại 1	Kg	  32.0	  32.0	  108000	  3456000
2020/10/04	5	Cá mè	kg	  36.0	  36.0	  33000	  1188000
2020/10/04	6	Cá biển	kg	  15.0	  15.0	  40000	  600000
2020/10/04	7	Thịt vịt	kg	  36.0	  36.0	  78000	  2808000
2020/10/04	8	Giò nạc	kg	  16.5	  16.5	  133000	  2194500
2020/10/04	9	Thịt lợn mông	kg	  11.0	  11.0	  114000	  1254000
2020/10/04	10	Thịt lợn vai	kg	  11.0	  11.0	  114000	  1254000
2020/10/04	11	Thịt lợn ba chi	kg	  11.0	  11.0	  114000	  1254000
2020/10/04	12	Cuangao	kg	  18.0	  18.0	  25000	  450000
2020/10/04	13	Rau muống	kg	  94.0	  94.0	  4500	  423000
2020/10/04	14	Rau ngót	kg	  8.0	  8.0	  6000	  48000
2020/10/04	15	Cà chua	kg	  5.0	  5.0	  27000	  135000
2020/10/04	16	Hành lá	kg	  1.5	  1.5	  20000	  30000
2020/10/04	17	Dưa chua	kg	  3.0	  3.0	  15000	  45000
2020/10/04	18	Ớt tươi	kg	  1.0	  1.0	  32000	  32000
2020/10/04	19	Gừng 	kg	  1.0	  1.0	  70000	  70000
2020/10/04	20	Tỏi	kg	  0.5	  0.5	  23000	  11500
2020/10/04	21	Hành khô	kg	  0.5	  0.5	  23000	  11500
2020/10/04	22	Miến	kg	  1.0	  1.0	  40000	  40000
2020/10/04	23	Mộc nhĩ	kg	  0.3	  0.3	  100000	  30000
2020/10/04	24	Đa nem	kg	  2.5	  2.5	  40000	  100000
2020/10/04	25	Dưa hấu	kg	  37.0	  37.0	  14000	  518000
2020/10/04	26	Ổi 	kg	  43.0	  43.0	  12000	  516000
2020/10/04	27	Me chua	kg	  3.0	  3.0	  15000	  45000
2020/10/04	28	Thịt bò loại 2	kg	  10.0	  10.0	  180000	  1800000
2020/10/04	29	Mực tươi	kg	  8.2	  8.2	  150000	  1230000
2020/10/04	30	Riềng	kg	  1.0	  1.0	  15000	  15000
2020/10/04	31	Khay xốp dùng 1 lần	bộ	  63.0	  63.0	  4800	  302400
2020/10/04	32	Sữa tươi 180mmml	Hộp	  218.0	  218.0	  6500	  1417000
2020/10/05	1	Trứng vịt	Kg	  31.0	  31.0	  46000	  1426000
2020/10/05	2	Đậu phụ	Kg	  23.0	  23.0	  13000	  299000
2020/10/05	3	Thịt lợn nạc	Kg	  15.5	  15.5	  133000	  2061500
2020/10/05	4	Thịt gà loại 1	Kg	  32.0	  32.0	  108000	  3456000
2020/10/05	5	Cá rô phi	kg	  39.0	  39.0	  40000	  1560000
2020/10/05	6	Tôm đầm	kg	  14.2	  14.2	  135000	  1917000
2020/10/05	7	Thịt bê	kg	  9.8	  9.8	  270000	  2646000
2020/10/05	8	Thịt vịt	kg	  36.0	  36.0	  78000	  2808000
2020/10/05	9	Giò nạc	kg	  13.0	  13.0	  133000	  1729000
2020/10/05	10	Chả lợn	kg	  13.0	  13.0	  133000	  1729000
2020/10/05	11	Cuangao	kg	  20.0	  20.0	  25000	  500000
2020/10/05	12	Rau muống	kg	  90.0	  90.0	  4500	  405000
2020/10/05	13	Cà chua	kg	  5.0	  5.0	  27000	  135000
2020/10/05	14	Hành lá	kg	  1.5	  1.5	  20000	  30000
2020/10/05	15	Dưa chua	kg	  5.0	  5.0	  15000	  75000
2020/10/05	16	Ớt tươi	kg	  1.0	  1.0	  32000	  32000
2020/10/05	17	Gừng 	kg	  0.7	  0.7	  70000	  49000
2020/10/05	18	Tỏi	kg	  0.7	  0.7	  23000	  16100
2020/10/05	19	Hành khô	kg	  0.5	  0.5	  23000	  11500
2020/10/05	20	Rau mùng tơi	kg	  13.0	  13.0	  5000	  65000
2020/10/05	21	Dưa hấu	kg	  37.0	  37.0	  14000	  518000
2020/10/05	22	Ổi 	kg	  43.0	  43.0	  12000	  516000
2020/10/05	23	Me chua	kg	  2.0	  2.0	  15000	  30000
2020/10/05	24	Khay xốp dùng 1 lần	bộ	  62.0	  62.0	  4800	  297600
2020/10/05	25	Trứng vịt lộn	Kg	  184.0	  184.0	  3500	  644000
2020/10/05	26	Sữa tươi 180mmml	Hộp	  215.0	  215.0	  6500	  1397500
2020/10/06	1	Gạo tẻ	Kg	  2000.0	  2000.0	  12900	  25800000
2020/10/06	2	Trứng vịt	Kg	  16.0	  16.0	  46000	  736000
2020/10/06	3	Đậu phụ	Kg	  24.0	  24.0	  13000	  312000
2020/10/06	4	Thịt bò 	Kg	  12.0	  12.0	  270000	  3240000
2020/10/06	5	Cá mè	kg	  36.0	  36.0	  33000	  1188000
2020/10/06	6	Tôm đầm	kg	  14.5	  14.5	  135000	  1957500
2020/10/06	7	Thịt vịt	kg	  36.0	  36.0	  78000	  2808000
2020/10/06	8	Chả lợn	kg	  13.0	  13.0	  133000	  1729000
2020/10/06	9	Thịt lợn mông	kg	  12.0	  12.0	  114000	  1368000
2020/10/06	10	Thịt lợn vai	kg	  12.0	  12.0	  114000	  1368000
2020/10/06	11	Thịt lợn ba chi	kg	  12.0	  12.0	  114000	  1368000
2020/10/06	12	Cuangao	kg	  20.0	  20.0	  25000	  500000
2020/10/06	13	Cà chua	kg	  5.0	  5.0	  27000	  135000
2020/10/06	14	Hành lá	kg	  1.5	  1.5	  20000	  30000
2020/10/06	15	Dưa chua	kg	  3.0	  3.0	  15000	  45000
2020/10/06	16	Ớt tươi	kg	  1.0	  1.0	  32000	  32000
2020/10/06	17	Gừng 	kg	  1.0	  1.0	  70000	  70000
2020/10/06	18	Tỏi	kg	  0.5	  0.5	  23000	  11500
2020/10/06	19	Hành khô	kg	  0.5	  0.5	  23000	  11500
2020/10/06	20	Rau mùng tơi	kg	  10.0	  10.0	  6000	  60000
2020/10/06	21	Tim lợn	kg	  7.0	  7.0	  300000	  2100000
2020/10/06	22	Dưa hấu	kg	  37.0	  37.0	  14000	  518000
2020/10/06	23	Ổi 	kg	  43.0	  43.0	  12000	  516000
2020/10/06	24	Bắp cải	kg	  95.0	  95.0	  6000	  570000
2020/10/06	25	Me chua	kg	  2.0	  2.0	  15000	  30000
2020/10/06	26	Thịt bò loại 2	kg	  10.0	  10.0	  180000	  1800000
2020/10/06	27	Riềng	kg	  1.0	  1.0	  10000	  10000
2020/10/06	28	Khay xốp dùng 1 lần	bộ	  62.0	  62.0	  4800	  297600
2020/10/06	29	Sữa tươi 180mmml	Hộp	  216.0	  216.0	  6500	  1404000
