2020-10-6	Ớt tươi	  1.0	  1.0	  32000
2020-10-6	Gừng 	  1.0	  1.0	  70000
2020-10-6	Tỏi	  0.5	  0.5	  23000
2020-10-6	Hành khô	  0.5	  0.5	  23000
2020-10-6	Rau mùng tơi	  10.0	  10.0	  6000
2020-10-6	Tim lợn	  7.0	  7.0	  300000
2020-10-6	Dưa hấu	  37.0	  37.0	  14000
2020-10-6	Ổi 	  43.0	  43.0	  12000
2020-10-6	Bắp cải	  95.0	  95.0	  6000
2020-10-6	Me chua	  2.0	  2.0	  15000
2020-10-6	Thịt bò loại 2	  10.0	  10.0	  180000
2020-10-6	Riềng	  1.0	  1.0	  10000
2020-10-6	Khay xốp dùng 1 lần	  62.0	  62.0	  4800
2020-10-6	Sữa tươi 180mmml	  216.0	  216.0	  6500
